total_rooms,total_bedrooms,population,households
1349,371,1716,380
1730,460,1724,424
981,286,1183,298
2188,706,2265,652
1162,264,1044,241
59,24,69,23
1239,473,1524,387
296,139,511,133
574,173,784,162
2191,739,2931,692
886,253,809,219
2272,694,2567,595
3354,1174,4426,1110
1212,304,1076,293
1731,485,2115,478
22,11,32,7
3821,795,2831,769
9659,1716,4336,1674
307,69,374,65
1305,381,1384,369
393,189,429,188
1751,512,1939,503
2442,719,1916,646
855,271,486,250
2356,440,1291,418
6097,1270,2678,1226
967,175,481,163
1958,386,1098,380
2223,410,1163,413
2464,472,1111,457
5042,974,2260,935
1650,443,1359,386
1957,517,1454,526
1319,292,766,285
1503,411,1368,390
1438,472,1018,399
1382,361,905,344
2074,533,1311,531
1854,519,1151,486
2492,711,1699,672
2835,711,1669,652
1731,,866,403
3075,860,1584,806
1725,295,799,306
1665,280,656,282
2625,673,1184,606
2852,603,1130,560
2025,361,957,363
1853,556,2090,539
2602,802,2178,737
2085,588,1767,516
2137,559,1550,529
3161,,1865,771
2469,584,1253,535
2647,658,1459,595
2510,583,1388,554
2582,606,1304,588
1642,287,692,288
2711,508,1372,459
2168,357,1171,374
2265,366,986,388
1099,168,407,159
6191,1081,2297,1023
3135,746,1815,697
1297,246,611,242
2790,,1167,441
1644,471,780,416
1933,475,902,412
2809,666,1316,633
2651,590,1103,508
1568,452,801,422
2842,522,1624,510
3857,607,1695,572
2377,362,1055,362
3019,469,1349,462
3812,595,1645,591
2288,439,1079,434
1912,308,896,314
1061,208,514,208
1541,280,753,264
2839,592,1413,538
3150,518,1392,480
2421,475,1232,454
1535,283,816,287
1666,280,788,273
2485,418,1226,406
890,179,555,200
1979,496,1157,459
2062,396,1089,375
1954,368,967,370
1428,325,836,302
1107,194,518,195
1805,303,838,301
2174,418,1030,395
2988,719,1357,657
2584,608,1217,568
1464,406,693,380
1399,390,859,386
2476,506,1271,485
1722,406,926,371
2510,535,1516,542
309,47,121,45
1477,280,750,295
1473,294,807,296
2067,452,1282,455
3817,886,1888,829
2507,517,1232,470
8206,1186,3141,1150
1853,345,757,310
1708,280,768,276
2332,,943,339
14556,2077,5459,2017
959,204,446,210
4704,920,1895,886
2443,492,1115,493
2672,335,1113,318
4524,1005,2099,937
8590,1231,3401,1178
434,74,199,75
1788,267,735,266
5550,881,2465,862
3105,582,1359,547
1649,522,1332,483
2124,370,998,372
2549,591,1156,546
2187,284,733,274
1904,297,797,286
2477,385,993,371
1532,292,631,275
5131,1436,2690,1371
5949,1417,2593,1337
2943,769,1312,656
2919,857,1866,811
3407,885,1883,870
1560,280,825,269
5036,1299,3164,1175
1865,360,973,349
2332,433,1135,440
2010,,908,326
2287,295,829,296
3034,406,1158,399
2243,339,911,319
2602,418,1137,419
1602,265,667,251
2195,336,878,309
2664,651,1553,629
3852,1066,2986,993
1732,305,875,311
4292,1075,2719,987
1262,338,1019,332
413,107,349,107
2238,682,1882,611
4041,1169,3309,1117
48,14,74,16
1257,318,764,319
1875,460,869,438
3213,874,2401,819
1453,356,787,345
2265,637,1684,561
3018,806,2205,742
1744,536,1494,531
830,183,479,179
1301,253,637,260
1393,290,605,282
1775,525,950,522
2981,894,1941,863
3340,945,2315,846
2481,756,1763,675
850,162,493,160
2734,658,1562,607
1235,271,499,263
3712,1005,1888,890
3700,945,1681,905
5282,1605,4116,1574
4852,1465,3171,1332
1238,338,605,331
1377,444,768,422
3960,1027,1729,978
2865,864,2061,790
3196,994,2929,983
2909,1021,2614,935
2294,716,1686,680
2864,844,1745,803
1843,554,1402,512
1813,560,1501,544
1644,395,959,383
2170,401,1043,394
2063,670,1892,643
4877,1488,4486,1458
1615,570,1245,544
584,260,552,235
1107,479,616,443
902,320,650,334
3431,1222,4094,1205
1060,332,1025,288
1727,506,1200,439
2837,776,2287,736
3208,1111,2843,1005
1383,470,1185,451
196,74,194,68
1336,396,1255,359
3487,1131,3749,1072
5980,1856,5217,1772
2340,773,2226,754
1971,439,1245,430
322,88,229,89
2946,1025,2542,912
739,265,861,246
7714,1132,3199,1100
3190,489,1362,480
1834,316,864,309
3120,620,1441,612
3615,913,1924,852
1704,277,746,262
1502,243,586,231
4713,1169,2372,1077
2962,468,1364,466
1692,263,778,278
2110,346,984,342
759,136,372,135
1978,337,834,311
1325,254,613,248
2322,418,1106,433
2860,682,1516,621
1524,393,1176,375
1878,614,1874,559
2209,444,952,403
1335,249,485,240
1519,331,613,315
724,149,420,150
589,119,375,122
7179,1985,4757,1924
7174,1997,4293,1872
350,115,342,111
5492,1549,2997,1405
3112,890,1700,851
3801,1116,1986,1078
192,41,83,38
1594,389,832,340
1995,564,1202,544
2589,465,1284,485
2584,483,1118,459
2115,463,1133,439
2570,517,1256,510
1505,347,799,319
814,165,490,176
1552,315,785,316
1969,377,977,367
2122,385,926,362
1029,252,613,255
1721,343,834,334
3046,633,1448,599
1393,301,714,295
903,190,557,204
1676,322,846,295
2711,491,1277,490
1840,379,866,360
2572,613,1280,570
858,170,365,171
1604,326,814,329
1268,240,661,239
1328,290,720,289
3566,701,1601,653
3033,580,1284,561
2267,478,1083,458
1390,281,538,270
1305,228,584,255
1934,375,750,365
2381,575,1235,499
1718,344,756,343
1133,212,545,222
1717,391,848,353
1396,294,608,246
2705,649,1676,654
493,168,259,138
1321,303,471,301
3068,756,1190,695
1586,377,625,344
6082,1763,2616,1644
3448,690,1562,643
2347,665,1317,547
1074,170,403,208
1868,356,799,403
1359,428,770,380
2345,453,1031,427
1353,398,1211,357
2144,446,860,435
3188,931,2118,850
2910,917,2522,873
2443,498,1601,484
1394,313,1111,327
1769,410,1499,390
1489,326,1389,313
271,61,246,62
2606,447,1555,404
1704,347,1384,374
1237,298,1073,293
1181,265,1196,269
862,280,1243,267
1260,382,1434,342
1632,401,1357,401
762,228,840,226
527,146,582,143
11,11,24,13
944,244,1107,235
843,194,800,180
1156,305,1359,289
2602,638,2780,620
17715,2370,7665,2312
1279,163,412,157
7798,1161,3710,1227
16759,2274,7249,2156
7876,1253,3699,1162
5039,821,2654,802
5153,1164,2949,1083
2996,495,1187,464
2426,426,1319,446
3814,721,1881,692
8254,1153,3460,1131
2421,306,1023,298
3770,573,1606,562
3773,694,2103,688
5745,735,2061,679
9610,2005,4723,1907
2056,461,1332,429
2240,457,1187,407
2259,505,1561,509
2225,485,1544,464
4644,967,2855,867
2308,322,1001,317
1764,365,924,329
3713,718,2106,720
2899,429,1251,429
1582,248,654,221
2344,363,1098,359
2655,415,1056,401
3097,667,1484,634
2495,586,1139,559
1959,318,1021,303
4367,1033,2524,954
2383,428,1269,421
1304,280,607,256
630,145,378,148
1741,373,872,333
1677,413,873,400
3118,528,1546,545
3465,566,1722,536
2671,437,1484,445
3499,621,1911,621
2026,345,1142,332
9255,1659,4944,1627
18448,2474,7775,2397
7063,1176,3100,1112
3481,808,1866,746
1935,399,1126,389
11026,1978,5407,1923
4086,871,1973,853
2643,516,1862,478
1664,344,1024,339
9020,1509,3575,1486
4260,770,2007,695
4935,954,2874,938
2388,494,1241,459
1998,414,1124,389
7079,1381,3205,1327
3494,566,1391,522
5411,998,2243,1019
2723,604,1847,498
2742,488,2477,532
8069,2174,4369,2036
11250,1893,4952,1859
6459,894,2487,885
555,130,1492,123
567,152,2688,126
2867,496,978,513
3241,895,1592,810
2477,458,1034,455
3457,,1344,530
2637,476,1385,483
2744,494,1411,465
1473,328,785,299
4979,934,2575,874
2345,496,1897,454
1543,297,1355,303
1350,265,1251,257
3199,591,2192,563
2824,523,1797,493
1067,194,600,201
3094,556,1672,545
2263,502,1677,522
5929,932,2817,828
2922,652,2392,629
2976,662,2452,633
1548,348,1131,343
1538,394,1173,388
1157,247,677,218
1831,486,1625,472
508,108,384,86
2178,629,2379,591
3610,772,2899,765
1712,491,1807,478
1694,333,1689,301
975,192,870,183
1056,272,964,300
2933,590,1886,550
4536,1178,2485,909
1081,205,1325,252
4031,923,2558,834
1700,504,1719,459
2910,819,3055,782
1293,339,1494,312
3839,1004,4711,942
1613,298,911,293
2504,553,1550,509
2438,599,1508,548
1868,316,947,328
1279,213,444,204
2550,586,1246,576
2742,491,1761,496
4100,740,2580,730
5173,1069,3502,954
4038,725,2716,759
2209,654,1718,569
344,108,315,119
498,115,368,112
1921,489,1430,467
1025,261,854,269
975,243,809,233
2758,771,2877,694
1185,317,1466,302
2452,700,3029,665
852,237,1024,221
1480,358,1511,348
3827,814,3367,810
1967,378,1459,348
2318,464,1904,451
2215,440,1987,449
3623,809,3712,754
2948,636,2600,602
1914,,1564,328
2242,448,2052,447
2712,402,1389,377
17820,2812,8686,2666
4240,643,1885,637
32054,5290,15507,5050
9446,1650,4911,1534
3351,591,1535,522
9197,1642,4332,1554
18690,2862,9427,2777
797,117,383,114
17527,2751,8380,2676
3638,557,1993,593
21533,3078,9671,2890
27700,4179,15037,4072
6300,937,3671,943
4632,,3038,727
3552,575,2120,573
9959,1544,4904,1429
3128,497,1406,472
1160,166,467,178
761,101,295,95
2524,349,1003,343
4518,716,2037,764
4723,882,2210,768
5179,944,2315,884
3855,585,2205,609
4556,639,2066,651
3408,542,1664,543
2208,477,1084,424
1484,327,927,317
3357,621,1696,604
1811,320,1005,332
1267,191,640,200
3630,800,2257,796
3416,790,2223,728
2535,490,1327,466
1185,197,588,196
6409,1363,3359,1267
7836,1624,4419,1526
1748,403,985,416
2059,361,1073,339
1485,274,1006,258
912,165,522,150
1004,220,772,217
4066,819,2105,737
1324,211,799,228
3082,602,2008,619
1470,241,885,246
1574,276,1088,289
806,147,446,153
2923,670,1751,656
1447,272,1224,268
1566,321,1396,317
2434,535,1623,498
1286,255,1047,249
2559,654,1674,623
2029,351,1327,364
2159,386,1443,385
3076,856,2868,752
1640,391,1312,358
1126,316,819,311
1801,422,1564,425
1788,456,1787,361
1555,361,1571,386
957,194,804,221
1540,328,1037,317
1762,398,1526,365
2673,578,2259,592
1391,309,1038,298
2552,576,2161,548
294,67,266,80
4776,1316,4797,1187
3158,684,2396,713
2838,695,2151,645
1239,254,929,244
123,28,121,26
2399,527,2307,531
1507,369,1548,347
3543,888,3131,823
441,106,504,108
2491,616,2660,595
1696,456,1609,426
1681,360,1648,373
1032,207,954,191
2027,480,1781,447
2227,474,1961,481
2910,709,2583,670
2063,496,1573,468
1438,364,1325,335
3640,830,3537,807
5661,1209,5389,1178
3073,617,2640,594
3569,761,3339,762
1986,448,2013,432
4036,904,3878,846
1558,316,1600,338
1399,277,1285,276
2686,613,2477,573
1954,534,1584,496
2775,657,2847,642
2779,639,2259,670
2215,484,1792,419
2278,476,1728,448
1179,324,1296,331
1076,338,1242,332
4151,850,3563,848
2831,552,2330,557
2707,675,1742,626
2704,514,1669,497
1970,476,1269,406
2393,417,1336,418
1137,203,672,226
1987,399,1279,378
2192,431,1376,428
782,153,499,163
1891,353,1093,382
1185,225,769,235
1285,228,679,231
2108,408,1257,414
1409,305,819,273
1371,246,806,241
689,128,379,128
1597,285,901,272
1788,317,1139,320
2325,452,1170,445
1443,266,861,262
1479,251,741,245
1860,323,1011,305
1897,311,965,323
3694,722,1999,718
4327,1037,2296,963
1810,318,1164,332
1921,397,1492,393
3007,653,1766,616
2746,478,1779,501
2994,603,1933,561
3341,728,1762,679
3185,544,1858,564
2048,411,1456,416
2739,475,1481,483
1562,272,825,266
2068,356,976,370
1055,280,538,206
1205,330,583,319
1813,394,1100,375
1726,333,892,335
6132,1538,3147,1449
1711,335,825,356
2115,489,1107,477
2374,450,1580,427
5482,1251,3426,1117
3652,470,1525,484
6689,1124,3081,1047
1313,194,599,209
1701,290,831,275
1330,209,578,192
1439,261,804,271
1646,294,1056,280
834,137,392,123
2956,469,1488,464
1009,164,466,149
1390,270,887,266
2938,561,1519,549
2819,609,1718,558
1057,207,658,207
1699,399,1052,411
3250,521,1382,513
3189,,1727,500
2894,467,1420,479
1505,262,798,259
1022,183,628,187
1340,221,848,244
3055,623,1902,565
175,22,129,20
3342,688,2210,647
1428,227,890,249
3418,662,2003,622
1921,422,1230,447
1207,209,683,213
1814,404,1187,363
1375,260,951,272
2252,415,1370,411
2819,529,1508,485
2226,381,1464,365
2017,462,1462,457
1452,268,1274,278
3580,684,2786,636
1353,228,1079,237
2516,,2194,497
2391,407,1967,398
2342,426,2176,416
1792,317,1441,306
2028,422,1727,371
931,160,746,201
1299,206,763,216
2050,495,1832,465
1560,315,1467,313
2547,537,2108,498
1507,295,1326,324
1686,417,1355,388
2093,,1755,403
1623,331,1462,312
1453,326,1609,319
804,159,727,179
1254,263,1092,268
1475,270,1149,284
1309,276,1113,253
1044,200,982,205
1141,212,924,212
1458,268,1115,257
1381,265,1020,268
1993,388,1385,380
1729,324,1341,324
1431,354,1367,334
1403,274,977,257
1519,304,1262,300
2349,539,2028,521
1493,331,1571,354
2610,846,2296,750
1499,289,1112,268
1375,249,1015,239
1782,394,1517,376
3188,836,3883,840
1733,361,1757,375
5026,955,3899,930
1129,258,900,228
1919,411,1203,363
1341,233,898,216
1819,375,1728,375
1469,306,1285,308
2160,399,1694,403
2246,446,1837,431
6361,1168,4580,1109
1336,239,905,253
11989,2185,6652,2081
629,76,253,75
8749,1761,5278,1691
2241,419,1743,448
6756,1332,4429,1299
5459,1086,3394,1087
4535,955,3881,930
1702,381,2091,352
2383,472,2079,494
5973,1384,4349,1229
14058,2486,8997,2497
6269,,5587,1251
3055,634,3738,615
1468,310,1390,276
349,124,460,83
797,162,484,166
8076,1789,5325,1707
116,30,193,35
265,51,170,50
3272,618,1784,591
2837,515,2031,555
682,172,813,173
4468,959,4027,938
5640,1001,3538,978
6909,1154,3912,1121
2945,651,2044,652
3512,632,1971,598
2643,418,1344,381
2988,397,1371,415
5992,986,2647,969
3530,700,2959,679
2006,381,1410,346
1983,375,1407,367
5284,982,2613,932
3632,538,1968,566
3343,455,1429,457
2275,346,1039,333
8399,1144,3727,1107
2376,468,1858,449
5462,952,3527,914
2777,540,1954,522
16414,2919,8907,2714
16042,2602,7732,2552
6100,1018,3112,982
3978,692,2418,665
1219,177,610,185
1075,138,451,132
1348,210,660,200
2799,388,1348,389
3335,570,1560,555
1259,184,599,170
19059,3079,10988,3061
3088,711,1415,641
9893,2283,7228,2159
7353,1255,4014,1124
1171,318,1126,276
62,9,44,16
1391,506,727,369
437,108,469,97
378,92,503,103
477,135,502,117
24,6,46,7
859,144,421,138
7116,1089,3538,1083
1620,283,868,275
3859,710,2283,759
1943,440,1526,353
2221,542,1328,523
1994,405,993,403
907,207,619,194
3595,964,1839,877
1328,348,903,329
683,127,541,138
1596,388,1329,352
2038,473,1546,469
1447,309,1279,290
2110,460,1890,448
2474,472,1268,437
5005,848,2112,813
1020,156,398,157
1745,270,753,275
2981,432,1063,437
3838,696,1851,674
1354,227,531,206
3436,673,1540,648
2234,472,986,439
2419,437,1045,432
3868,548,1558,528
1640,239,693,253
1694,283,674,267
2267,426,980,372
2726,398,1059,380
2535,455,1036,437
1885,401,764,373
3134,532,1220,508
1594,249,633,247
3908,732,1688,725
3320,713,1236,659
1467,298,816,267
2297,419,909,412
3585,671,1401,623
1401,218,667,225
2731,366,1034,338
5131,665,1877,622
1980,226,697,226
2125,295,862,303
4307,918,1769,845
2461,379,1179,360
2662,379,1151,387
1446,250,721,243
3359,643,1227,588
1523,311,676,295
249,31,268,29
3264,729,1475,668
12139,2873,5359,2731
1077,257,478,199
3308,718,1803,667
4353,1117,2338,1037
1332,217,648,203
2874,458,1239,431
1966,319,980,297
2352,373,995,359
2250,360,989,329
2454,458,1110,435
1471,246,751,230
1778,288,870,281
2837,460,1344,458
3350,831,1816,744
3425,754,2202,729
6854,1578,4131,1524
2492,611,1951,596
2583,633,1544,617
6597,1579,3689,1459
6341,1289,2899,1192
2346,,1988,474
2584,520,1869,503
1298,431,1131,425
1302,303,800,291
1005,224,742,221
1568,371,1618,350
1527,331,1504,324
1040,231,1040,242
1340,325,928,333
870,170,546,164
3374,671,1906,640
1185,207,657,198
1937,332,922,340
1978,536,826,470
1858,345,1054,329
1722,320,794,322
1928,361,1008,368
452,80,248,83
1504,280,718,261
2301,416,1079,398
2773,634,1376,540
2647,539,1473,520
2668,609,1512,541
2076,361,988,332
773,120,405,121
1275,177,598,174
3677,627,1779,622
2485,382,1072,342
2522,380,1113,357
2007,288,921,307
2170,318,984,309
5218,959,2302,850
3891,848,1848,759
2941,558,1660,576
2053,369,1044,375
1410,304,677,274
2178,485,914,412
2603,547,1196,487
2302,412,1590,406
1606,318,889,294
3229,636,1599,609
1576,313,697,282
1833,355,786,334
2438,442,1308,461
2317,451,1155,426
2597,461,1542,470
2143,427,1107,416
2065,404,1313,402
2036,388,1096,371
1960,330,874,308
1239,238,717,237
1975,389,1116,378
1745,370,1293,357
1224,267,887,276
2557,578,1715,530
1823,457,1485,401
3214,718,2316,751
2001,388,1461,397
1148,258,975,253
1339,334,817,349
602,135,409,123
1747,399,1199,402
2741,667,2449,677
2080,514,1976,478
1219,338,1152,323
1780,484,1732,454
2249,460,1544,441
3402,747,2331,690
2424,542,1713,557
2120,412,1375,405
2003,401,1520,364
2281,522,1969,500
2769,631,2452,581
1852,358,1414,347
1613,361,1283,404
1627,318,1279,289
2402,632,2830,603
775,179,726,183
1597,373,1311,352
177,59,269,75
572,154,752,182
4909,1422,4983,1293
1572,427,1857,428
778,205,850,198
1197,260,942,245
1988,402,1239,402
2462,553,1843,538
1554,393,1427,370
1210,252,733,243
4492,1075,4119,1035
2308,674,3034,691
1091,269,905,242
1018,305,1307,292
1382,315,1090,308
2451,649,2536,648
6311,1572,6666,1456
557,153,455,196
5684,1485,6626,1481
3245,959,3528,887
1513,389,1396,364
2343,834,3537,824
2510,783,3481,726
957,295,1300,287
2019,551,2481,484
1258,245,988,228
2286,654,2991,655
531,164,722,166
1022,291,1570,297
2127,625,3160,620
1778,605,2184,574
1370,284,1062,277
4089,975,3775,955
2873,718,2758,699
1252,273,1337,263
1084,202,920,199
1516,363,1011,344
2469,731,3818,712
1058,230,1043,229
1734,363,1527,344
1619,323,1492,342
1348,,1098,257
21,7,21,9
2929,970,3792,817
1610,513,2050,508
1359,317,1557,370
1345,331,1511,309
1135,355,1717,368
991,255,1145,265
2464,627,2932,568
6175,1449,5041,1408
3113,409,1139,418
4062,597,1525,566
2415,394,1215,413
2142,373,986,374
2321,336,880,339
1430,186,620,201
2405,299,970,319
4915,725,1897,700
2676,427,1022,395
2539,425,930,364
1449,235,621,210
1213,206,529,231
1271,236,573,210
1621,365,1015,329
3595,619,1686,607
2569,426,1282,432
1997,361,1037,363
1786,306,1018,322
1505,261,857,269
2765,515,1422,438
1854,360,1126,382
1717,314,868,295
1840,358,1218,347
1810,343,988,307
1983,298,853,271
10626,1504,4353,1482
2260,322,941,303
1473,250,668,239
2031,294,859,302
1602,228,680,225
1477,228,609,224
1493,237,665,224
1676,263,757,255
3296,483,1268,478
3008,386,1240,370
2686,417,1094,402
1376,237,618,226
3646,552,1409,534
2890,438,1219,429
1371,,528,155
2061,260,825,254
2176,266,798,243
4269,591,1467,582
5012,746,1699,715
2230,488,1985,456
2553,558,1740,492
1870,389,1345,391
568,145,559,135
1193,228,703,221
1401,246,607,271
1521,320,1118,311
2076,462,1641,436
2195,449,1377,417
1280,231,828,237
1790,316,1035,312
2203,412,1012,377
3457,622,1700,579
1678,277,737,287
1750,411,1398,409
2168,352,902,361
3571,510,1434,490
2357,342,891,337
3094,519,1309,488
1774,315,753,330
1111,229,421,202
3374,598,1484,569
2837,592,1453,549
2344,513,1537,481
1464,211,603,226
2705,676,1551,608
1835,330,777,317
1784,368,966,345
1700,317,996,329
2667,486,1681,504
2757,713,2112,653
1493,326,1000,323
1054,251,1056,276
2612,664,3117,584
1711,383,1474,415
2471,529,1661,441
1284,278,925,261
1508,261,674,255
1276,226,545,209
1576,239,696,249
1721,290,571,278
821,163,229,164
2776,840,2546,773
407,160,227,148
275,123,273,111
1925,597,2258,594
806,199,698,172
2384,604,2073,540
2598,757,2869,769
2410,632,2135,578
930,280,1024,300
1962,435,1329,457
2973,807,2846,784
2687,600,1716,544
2162,658,1337,590
1125,341,579,321
1256,407,855,383
1896,674,971,652
1843,565,1449,524
1762,416,940,398
2682,716,2050,692
1665,477,1095,390
557,216,673,212
1671,480,1005,443
2099,625,1252,554
1119,334,739,323
2948,542,1363,495
1872,357,984,364
1596,314,1024,292
1787,427,1107,410
2875,552,1131,458
2795,496,1235,469
4505,894,2296,899
2166,483,1308,467
3158,459,1229,444
2489,437,1101,438
1353,274,852,306
1950,509,1038,438
2193,558,1186,559
1760,447,984,384
2218,437,1211,422
2863,513,1412,498
978,227,543,211
1442,369,782,343
3490,665,1713,620
271,74,150,55
670,141,268,110
1467,259,688,260
2199,358,942,353
1804,265,730,276
2459,438,970,437
1095,237,672,234
3200,685,1668,628
238,58,142,31
2923,604,1903,560
1282,189,431,187
1238,147,377,145
1897,279,733,291
2690,589,1149,535
3092,549,1457,536
1345,356,749,327
3066,659,1287,625
2401,332,810,308
6262,1645,3001,1505
3298,615,1417,643
2337,352,981,328
3420,977,1718,947
2099,397,1500,380
5465,1494,2511,1359
3559,1034,1658,965
10239,2823,4210,2565
3404,1011,1694,949
1499,426,755,414
543,191,454,181
403,117,361,105
1551,254,816,233
3039,482,973,446
2257,285,759,305
2734,415,1057,424
2902,460,1007,420
3039,487,1131,465
2763,520,1143,465
2443,494,947,451
4003,647,1337,631
2826,381,924,365
3156,430,1109,423
3569,821,1505,783
4438,803,1650,741
824,224,430,213
2935,341,975,327
2476,313,900,303
2954,371,1152,347
2907,317,956,279
2787,353,1057,364
2568,345,1102,345
2742,422,1153,414
1917,265,754,257
1745,237,693,248
2966,415,1231,409
3783,579,1601,539
1835,231,636,211
2234,276,749,260
788,128,413,139
1598,280,807,282
2638,432,1284,433
1713,285,779,286
3787,913,1992,853
4465,985,2273,949
2201,559,1194,531
1554,287,802,277
2921,641,1541,562
1685,341,757,317
2869,563,1627,533
832,194,419,156
2628,525,1494,523
1969,353,927,354
2830,645,1500,527
2966,527,1231,482
1883,275,764,289
1788,313,792,294
3367,523,1317,495
2131,294,753,284
2812,478,1329,490
2124,319,785,319
2057,430,1103,414
2918,555,1435,568
2742,756,1396,703
3862,1186,2773,1102
3050,825,2153,772
3447,1007,2622,934
1780,289,755,328
4670,1185,2478,1107
4061,861,2290,790
3367,545,1427,535
4325,823,1927,795
2375,369,930,351
1746,330,704,306
1000,192,363,158
6119,1513,2719,1402
1810,427,742,429
1518,344,725,296
1789,288,848,311
2231,489,940,484
2246,481,995,459
2618,582,1314,532
3856,867,1847,830
5715,1154,2639,1079
1091,236,632,234
1758,436,892,447
4971,996,2370,932
4444,647,1922,652
4073,1013,2411,933
1935,460,1456,382
2203,430,1238,403
1722,448,1122,425
3514,818,2277,828
1053,251,941,256
3697,816,2446,787
4164,1127,2934,1014
1745,457,1547,460
3988,1098,2909,1034
1433,397,1110,346
2999,786,2937,796
695,145,523,170
2012,435,1454,456
4870,1371,3518,1296
700,212,662,210
2562,781,1936,687
1931,449,1367,446
6010,1532,3620,1445
1379,315,1249,309
1068,246,949,250
2352,484,1517,463
1937,448,1352,433
3090,802,2109,738
2578,645,1628,617
2253,522,1262,511
2178,445,1153,400
676,177,543,185
4275,,2812,1012
2679,548,1605,533
1904,393,1183,364
1889,407,1330,396
1716,402,1343,386
855,208,745,222
1513,384,986,336
1430,344,1165,328
1003,236,769,231
1460,289,829,273
2894,659,1977,636
4510,1296,3985,1240
2822,525,1434,520
3172,644,1829,642
2350,472,945,467
1106,226,779,205
1130,229,698,209
3603,1003,2719,913
1437,290,980,282
1782,374,1010,367
3848,991,2814,972
2248,,1762,622
2517,662,1883,607
2433,585,1565,563
1880,428,1404,424
1770,423,1410,389
1050,252,820,244
1190,347,965,327
1714,572,1590,568
2130,654,1870,578
5137,1614,4945,1535
3215,907,3072,870
2609,721,2221,703
1036,199,656,215
2390,444,1246,422
1339,258,706,238
1983,344,887,331
1626,383,1063,334
2994,543,1651,561
3836,777,2118,754
1072,204,940,200
3855,922,2517,874
4284,741,2163,701
1675,274,785,275
5478,1136,3062,1096
3362,799,1939,754
3287,649,1783,653
1692,398,1130,365
5257,1082,3496,1036
3229,616,1879,595
1880,367,954,349
1729,438,1308,412
1137,293,800,281
1526,388,1304,378
1273,344,1148,368
2416,565,1750,514
2628,668,2208,574
593,133,481,128
1036,226,1058,235
1349,352,1188,330
1179,313,1255,308
1270,299,1073,278
1240,349,1383,338
3661,956,3816,931
794,182,709,170
3437,1081,3817,1042
726,146,568,160
1054,252,1032,258
1980,552,2264,511
3230,840,3485,827
5841,1146,3273,1131
1146,289,1163,258
2852,740,3100,725
1463,369,1492,366
1547,436,1700,410
1764,357,1379,363
3559,734,2975,715
1495,328,1296,304
5580,1369,3842,1276
1543,257,824,271
3436,565,1729,529
3913,696,2264,697
3775,786,2416,792
1038,209,598,190
1938,364,1118,374
1444,312,881,303
1447,293,1042,284
818,195,664,198
1949,464,1216,457
1966,391,1120,362
1129,212,509,202
1493,316,989,293
2205,451,1392,423
2103,427,1355,434
1064,203,608,201
3600,468,1382,435
4943,674,1913,641
1113,145,424,137
4873,667,1995,638
4055,652,1758,639
4297,717,2038,700
2217,284,851,291
1431,210,505,213
1755,322,774,290
2414,323,878,305
4078,484,1490,482
40,8,25,7
6531,1036,2975,1018
3548,639,2653,664
1962,396,1488,332
2245,444,1540,419
1391,283,1025,275
1973,401,1322,386
1392,351,1471,348
1188,342,1373,332
1914,549,2122,529
3789,810,2551,793
1091,233,890,226
1248,322,1282,326
1465,363,1538,342
897,229,1094,238
1108,238,1151,229
1722,353,1174,335
1580,331,1290,338
1369,270,1005,272
1529,290,1271,287
1326,272,933,267
965,217,599,206
1492,282,1041,270
1042,221,863,228
1270,272,1092,274
2787,639,1923,614
1683,328,1369,339
1419,310,1125,296
2024,590,2028,573
1165,358,997,361
1625,302,1134,288
1204,252,1002,248
552,151,807,168
1723,370,1221,370
1410,255,932,273
1342,243,615,208
1146,238,579,213
1862,319,975,305
5002,917,2597,893
2976,636,2117,598
2480,401,1085,438
3531,754,1613,697
1619,,886,357
862,178,484,176
1588,309,827,292
1203,219,637,211
1471,255,670,250
1951,458,1362,454
1406,428,1174,390
1694,413,1222,387
5308,854,2114,838
2792,461,1177,439
1974,465,880,441
2446,764,1699,692
1617,507,1158,486
3040,831,1580,735
2530,565,1262,509
1995,306,707,293
2468,552,1190,479
1903,293,887,306
1451,224,608,246
6540,991,3124,953
1805,288,882,308
2002,361,913,311
2071,398,988,404
1601,290,715,284
1996,389,1029,387
2126,434,1103,433
2149,527,1359,481
2376,700,1968,680
2945,914,2313,832
2185,623,1644,606
2139,426,1138,412
1681,329,964,311
1745,365,1022,368
1180,256,614,242
1882,428,1034,375
1772,321,934,326
2722,515,1390,486
1948,395,1163,379
1430,338,1269,321
2622,652,2778,644
1759,431,1282,391
2142,390,1305,406
2854,688,2816,673
1645,308,1077,320
3304,714,2032,690
1478,273,916,281
1639,300,988,309
1887,370,1006,329
1026,190,789,193
3400,826,3017,793
928,230,913,214
1265,273,1052,253
1620,298,1258,309
825,155,590,144
1678,323,1380,352
936,194,691,211
1473,297,1108,294
2664,541,2033,491
2426,529,2010,514
1357,310,1042,287
1226,255,1068,271
1927,482,1623,479
2125,500,1672,476
446,108,410,117
3271,603,2593,616
1116,229,719,233
1991,396,1306,403
1657,335,1195,309
1184,240,946,232
1878,548,1461,516
2013,435,1476,475
1743,328,981,291
1962,387,1274,398
1743,348,1328,354
2104,399,1659,387
1431,310,1162,288
1911,472,1407,465
1083,206,737,218
2762,472,1576,493
1585,323,1205,343
1976,404,1379,395
3933,949,2219,820
1945,357,1227,359
3808,670,2430,660
1976,368,1236,355
1954,390,1600,376
495,120,527,130
1045,239,1165,230
